id,record_type,nasa_yuwe,nasa_yuwe_norm,espanol,espanol_norm,categoria,subcategoria,tipo_entrada,source_kind,fuente_url,fuente_nombre,estado_validacion,nivel_confianza,quality_flag,licencia_uso,fecha_extraccion,intencion,split,notas
DLG-00154,dialogo,"Docente: Observa la palabra cdeeje’j-, cdeeje’je-. Estudiante: La relaciono con 1. adormecer, causar sueño 2. acostar.",docente observa la palabra cdeeje j cdeeje je estudiante la relaciono con 1 adormecer causar sue o 2 acostar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'cdeeje’j-, cdeeje’je-' y '1. adormecer, causar sueño 2. acostar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'cdeeje j cdeeje je ' y '1 adormecer causar sue o 2 acostar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00395.
DLG-00155,dialogo,Estudiante: ?C?mo se dice el escoplo (herramienta) en Nasa Yuwe? AVI: Se dice chang.,estudiante 'c'mo se dice el escoplo herramienta en nasa yuwe' avi se dice chang,Di?logo de consulta: el estudiante pregunta por 'el escoplo (herramienta)' y el AVI responde con la forma 'chang'.,di'logo de consulta el estudiante pregunta por 'el escoplo herramienta ' y el avi responde con la forma 'chang',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00396.
DLG-00156,dialogo,Docente: Observa la palabra chang. Estudiante: La relaciono con el escoplo (herramienta).,docente observa la palabra chang estudiante la relaciono con el escoplo herramienta,Di?logo de pr?ctica: se reconoce la relaci?n entre 'chang' y 'el escoplo (herramienta)' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'chang' y 'el escoplo herramienta ' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00396.
DLG-00157,dialogo,"Estudiante: ?C?mo se dice gorgojearse en Nasa Yuwe? AVI: Se dice chica-, chicáa-.",estudiante 'c'mo se dice gorgojearse en nasa yuwe' avi se dice chica chic a,"Di?logo de consulta: el estudiante pregunta por 'gorgojearse' y el AVI responde con la forma 'chica-, chicáa-'.",di'logo de consulta el estudiante pregunta por 'gorgojearse' y el avi responde con la forma 'chica chic a ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00397.
DLG-00158,dialogo,"Docente: Observa la palabra chica-, chicáa-. Estudiante: La relaciono con gorgojearse.",docente observa la palabra chica chic a estudiante la relaciono con gorgojearse,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'chica-, chicáa-' y 'gorgojearse' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'chica chic a ' y 'gorgojearse' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00397.
DLG-00159,dialogo,Estudiante: ?C?mo se dice (especie de árbol) en Nasa Yuwe? AVI: Se dice chictu’j.,estudiante 'c'mo se dice especie de rbol en nasa yuwe' avi se dice chictu j,Di?logo de consulta: el estudiante pregunta por '(especie de árbol)' y el AVI responde con la forma 'chictu’j'.,di'logo de consulta el estudiante pregunta por ' especie de rbol ' y el avi responde con la forma 'chictu j',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,test,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00398.
DLG-00160,dialogo,Docente: Observa la palabra chictu’j. Estudiante: La relaciono con (especie de árbol).,docente observa la palabra chictu j estudiante la relaciono con especie de rbol,Di?logo de pr?ctica: se reconoce la relaci?n entre 'chictu’j' y '(especie de árbol)' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'chictu j' y ' especie de rbol ' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,dev,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00398.
DLG-00161,dialogo,Estudiante: ?C?mo se dice el ahijado en Nasa Yuwe? AVI: Se dice cjalu.,estudiante 'c'mo se dice el ahijado en nasa yuwe' avi se dice cjalu,Di?logo de consulta: el estudiante pregunta por 'el ahijado' y el AVI responde con la forma 'cjalu'.,di'logo de consulta el estudiante pregunta por 'el ahijado' y el avi responde con la forma 'cjalu',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00399.
DLG-00162,dialogo,Docente: Observa la palabra cjalu. Estudiante: La relaciono con el ahijado.,docente observa la palabra cjalu estudiante la relaciono con el ahijado,Di?logo de pr?ctica: se reconoce la relaci?n entre 'cjalu' y 'el ahijado' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'cjalu' y 'el ahijado' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00399.
DLG-00163,dialogo,"Estudiante: ?C?mo se dice soñar en Nasa Yuwe? AVI: Se dice csha’w-, csha’wu-.",estudiante 'c'mo se dice so ar en nasa yuwe' avi se dice csha w csha wu,"Di?logo de consulta: el estudiante pregunta por 'soñar' y el AVI responde con la forma 'csha’w-, csha’wu-'.",di'logo de consulta el estudiante pregunta por 'so ar' y el avi responde con la forma 'csha w csha wu ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00400.
DLG-00164,dialogo,"Docente: Observa la palabra csha’w-, csha’wu-. Estudiante: La relaciono con soñar.",docente observa la palabra csha w csha wu estudiante la relaciono con so ar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'csha’w-, csha’wu-' y 'soñar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'csha w csha wu ' y 'so ar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00400.
DLG-00165,dialogo,"Estudiante: ?C?mo se dice 1. hacer sonar (un instrumento) 2. crujir los dientes 3. alborotar en Nasa Yuwe? AVI: Se dice csuusu’j-, csuusu’ju-.",estudiante 'c'mo se dice 1 hacer sonar un instrumento 2 crujir los dientes 3 alborotar en nasa yuwe' avi se dice csuusu j csuusu ju,"Di?logo de consulta: el estudiante pregunta por '1. hacer sonar (un instrumento) 2. crujir los dientes 3. alborotar' y el AVI responde con la forma 'csuusu’j-, csuusu’ju-'.",di'logo de consulta el estudiante pregunta por '1 hacer sonar un instrumento 2 crujir los dientes 3 alborotar' y el avi responde con la forma 'csuusu j csuusu ju ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00401.
DLG-00166,dialogo,"Docente: Observa la palabra csuusu’j-, csuusu’ju-. Estudiante: La relaciono con 1. hacer sonar (un instrumento) 2. crujir los dientes 3. alborotar.",docente observa la palabra csuusu j csuusu ju estudiante la relaciono con 1 hacer sonar un instrumento 2 crujir los dientes 3 alborotar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'csuusu’j-, csuusu’ju-' y '1. hacer sonar (un instrumento) 2. crujir los dientes 3. alborotar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'csuusu j csuusu ju ' y '1 hacer sonar un instrumento 2 crujir los dientes 3 alborotar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00401.
DLG-00167,dialogo,"Estudiante: ?C?mo se dice hacer eructar en Nasa Yuwe? AVI: Se dice ctu’fi’j-, ctu’fi’ji-.",estudiante 'c'mo se dice hacer eructar en nasa yuwe' avi se dice ctu fi j ctu fi ji,"Di?logo de consulta: el estudiante pregunta por 'hacer eructar' y el AVI responde con la forma 'ctu’fi’j-, ctu’fi’ji-'.",di'logo de consulta el estudiante pregunta por 'hacer eructar' y el avi responde con la forma 'ctu fi j ctu fi ji ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00402.
DLG-00168,dialogo,"Docente: Observa la palabra ctu’fi’j-, ctu’fi’ji-. Estudiante: La relaciono con hacer eructar.",docente observa la palabra ctu fi j ctu fi ji estudiante la relaciono con hacer eructar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'ctu’fi’j-, ctu’fi’ji-' y 'hacer eructar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'ctu fi j ctu fi ji ' y 'hacer eructar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00402.
DLG-00169,dialogo,"Estudiante: ?C?mo se dice bailar en Nasa Yuwe? AVI: Se dice cu’j-, cu’ju-.",estudiante 'c'mo se dice bailar en nasa yuwe' avi se dice cu j cu ju,"Di?logo de consulta: el estudiante pregunta por 'bailar' y el AVI responde con la forma 'cu’j-, cu’ju-'.",di'logo de consulta el estudiante pregunta por 'bailar' y el avi responde con la forma 'cu j cu ju ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,test,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00403.
DLG-00170,dialogo,"Docente: Observa la palabra cu’j-, cu’ju-. Estudiante: La relaciono con bailar.",docente observa la palabra cu j cu ju estudiante la relaciono con bailar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'cu’j-, cu’ju-' y 'bailar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'cu j cu ju ' y 'bailar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,dev,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00403.
DLG-00171,dialogo,"Estudiante: ?C?mo se dice molestar (hablando), estorbar en Nasa Yuwe? AVI: Se dice cuch we’we-.",estudiante 'c'mo se dice molestar hablando estorbar en nasa yuwe' avi se dice cuch we we,"Di?logo de consulta: el estudiante pregunta por 'molestar (hablando), estorbar' y el AVI responde con la forma 'cuch we’we-'.",di'logo de consulta el estudiante pregunta por 'molestar hablando estorbar' y el avi responde con la forma 'cuch we we ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00404.
DLG-00172,dialogo,"Docente: Observa la palabra cuch we’we-. Estudiante: La relaciono con molestar (hablando), estorbar.",docente observa la palabra cuch we we estudiante la relaciono con molestar hablando estorbar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'cuch we’we-' y 'molestar (hablando), estorbar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'cuch we we ' y 'molestar hablando estorbar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00404.
DLG-00173,dialogo,"Estudiante: ?C?mo se dice formar tumor o chupo en Nasa Yuwe? AVI: Se dice cuw-, cuwúu-.",estudiante 'c'mo se dice formar tumor o chupo en nasa yuwe' avi se dice cuw cuw u,"Di?logo de consulta: el estudiante pregunta por 'formar tumor o chupo' y el AVI responde con la forma 'cuw-, cuwúu-'.",di'logo de consulta el estudiante pregunta por 'formar tumor o chupo' y el avi responde con la forma 'cuw cuw u ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00405.
DLG-00174,dialogo,"Docente: Observa la palabra cuw-, cuwúu-. Estudiante: La relaciono con formar tumor o chupo.",docente observa la palabra cuw cuw u estudiante la relaciono con formar tumor o chupo,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'cuw-, cuwúu-' y 'formar tumor o chupo' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'cuw cuw u ' y 'formar tumor o chupo' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00405.
DLG-00175,dialogo,"Estudiante: ?C?mo se dice provocar, atacar, azuzar en Nasa Yuwe? AVI: Se dice cvis-, cvisu-.",estudiante 'c'mo se dice provocar atacar azuzar en nasa yuwe' avi se dice cvis cvisu,"Di?logo de consulta: el estudiante pregunta por 'provocar, atacar, azuzar' y el AVI responde con la forma 'cvis-, cvisu-'.",di'logo de consulta el estudiante pregunta por 'provocar atacar azuzar' y el avi responde con la forma 'cvis cvisu ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00406.
DLG-00176,dialogo,"Docente: Observa la palabra cvis-, cvisu-. Estudiante: La relaciono con provocar, atacar, azuzar.",docente observa la palabra cvis cvisu estudiante la relaciono con provocar atacar azuzar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'cvis-, cvisu-' y 'provocar, atacar, azuzar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'cvis cvisu ' y 'provocar atacar azuzar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00406.
DLG-00177,dialogo,"Estudiante: ?C?mo se dice apretar en Nasa Yuwe? AVI: Se dice cytem-, cytemúu-.",estudiante 'c'mo se dice apretar en nasa yuwe' avi se dice cytem cytem u,"Di?logo de consulta: el estudiante pregunta por 'apretar' y el AVI responde con la forma 'cytem-, cytemúu-'.",di'logo de consulta el estudiante pregunta por 'apretar' y el avi responde con la forma 'cytem cytem u ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00407.
DLG-00178,dialogo,"Docente: Observa la palabra cytem-, cytemúu-. Estudiante: La relaciono con apretar.",docente observa la palabra cytem cytem u estudiante la relaciono con apretar,"Di?logo de pr?ctica: se reconoce la relaci?n entre 'cytem-, cytemúu-' y 'apretar' para reforzar vocabulario.",di'logo de pr'ctica se reconoce la relaci'n entre 'cytem cytem u ' y 'apretar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00407.
DLG-00179,dialogo,Estudiante: ?C?mo se dice arco de noche en Nasa Yuwe? AVI: Se dice cytũus chijme.,estudiante 'c'mo se dice arco de noche en nasa yuwe' avi se dice cyt us chijme,Di?logo de consulta: el estudiante pregunta por 'arco de noche' y el AVI responde con la forma 'cytũus chijme'.,di'logo de consulta el estudiante pregunta por 'arco de noche' y el avi responde con la forma 'cyt us chijme',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,test,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00408.
DLG-00180,dialogo,Docente: Observa la palabra cytũus chijme. Estudiante: La relaciono con arco de noche.,docente observa la palabra cyt us chijme estudiante la relaciono con arco de noche,Di?logo de pr?ctica: se reconoce la relaci?n entre 'cytũus chijme' y 'arco de noche' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'cyt us chijme' y 'arco de noche' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,dev,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00408.
DLG-00181,dialogo,Estudiante: ?C?mo se dice el corral en Nasa Yuwe? AVI: Se dice cyuupjni.,estudiante 'c'mo se dice el corral en nasa yuwe' avi se dice cyuupjni,Di?logo de consulta: el estudiante pregunta por 'el corral' y el AVI responde con la forma 'cyuupjni'.,di'logo de consulta el estudiante pregunta por 'el corral' y el avi responde con la forma 'cyuupjni',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00409.
DLG-00182,dialogo,Docente: Observa la palabra cyuupjni. Estudiante: La relaciono con el corral.,docente observa la palabra cyuupjni estudiante la relaciono con el corral,Di?logo de pr?ctica: se reconoce la relaci?n entre 'cyuupjni' y 'el corral' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'cyuupjni' y 'el corral' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00409.
DLG-00183,dialogo,Estudiante: ?C?mo se dice dormilón en Nasa Yuwe? AVI: Se dice denzh.,estudiante 'c'mo se dice dormil n en nasa yuwe' avi se dice denzh,Di?logo de consulta: el estudiante pregunta por 'dormilón' y el AVI responde con la forma 'denzh'.,di'logo de consulta el estudiante pregunta por 'dormil n' y el avi responde con la forma 'denzh',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00410.
DLG-00184,dialogo,Docente: Observa la palabra denzh. Estudiante: La relaciono con dormilón.,docente observa la palabra denzh estudiante la relaciono con dormil n,Di?logo de pr?ctica: se reconoce la relaci?n entre 'denzh' y 'dormilón' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'denzh' y 'dormil n' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00410.
DLG-00185,dialogo,Estudiante: ?C?mo se dice vena en Nasa Yuwe? AVI: Se dice ee watse.,estudiante 'c'mo se dice vena en nasa yuwe' avi se dice ee watse,Di?logo de consulta: el estudiante pregunta por 'vena' y el AVI responde con la forma 'ee watse'.,di'logo de consulta el estudiante pregunta por 'vena' y el avi responde con la forma 'ee watse',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00411.
DLG-00186,dialogo,Docente: Observa la palabra ee watse. Estudiante: La relaciono con vena.,docente observa la palabra ee watse estudiante la relaciono con vena,Di?logo de pr?ctica: se reconoce la relaci?n entre 'ee watse' y 'vena' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'ee watse' y 'vena' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00411.
DLG-00187,dialogo,Estudiante: ?C?mo se dice (especie de planta medicinal) en Nasa Yuwe? AVI: Se dice fytũu pitscue.,estudiante 'c'mo se dice especie de planta medicinal en nasa yuwe' avi se dice fyt u pitscue,Di?logo de consulta: el estudiante pregunta por '(especie de planta medicinal)' y el AVI responde con la forma 'fytũu pitscue'.,di'logo de consulta el estudiante pregunta por ' especie de planta medicinal ' y el avi responde con la forma 'fyt u pitscue',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00412.
DLG-00188,dialogo,Docente: Observa la palabra fytũu pitscue. Estudiante: La relaciono con (especie de planta medicinal).,docente observa la palabra fyt u pitscue estudiante la relaciono con especie de planta medicinal,Di?logo de pr?ctica: se reconoce la relaci?n entre 'fytũu pitscue' y '(especie de planta medicinal)' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'fyt u pitscue' y ' especie de planta medicinal ' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00412.
DLG-00189,dialogo,Estudiante: ?C?mo se dice apagar en Nasa Yuwe? AVI: Se dice fĩchja-.,estudiante 'c'mo se dice apagar en nasa yuwe' avi se dice f chja,Di?logo de consulta: el estudiante pregunta por 'apagar' y el AVI responde con la forma 'fĩchja-'.,di'logo de consulta el estudiante pregunta por 'apagar' y el avi responde con la forma 'f chja ',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,test,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00413.
DLG-00190,dialogo,Docente: Observa la palabra fĩchja-. Estudiante: La relaciono con apagar.,docente observa la palabra f chja estudiante la relaciono con apagar,Di?logo de pr?ctica: se reconoce la relaci?n entre 'fĩchja-' y 'apagar' para reforzar vocabulario.,di'logo de pr'ctica se reconoce la relaci'n entre 'f chja ' y 'apagar' para reforzar vocabulario,diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_practica,dev,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00413.
DLG-00191,dialogo,Estudiante: ?C?mo se dice inmenso en Nasa Yuwe? AVI: Se dice iiméj wala.,estudiante 'c'mo se dice inmenso en nasa yuwe' avi se dice iim j wala,Di?logo de consulta: el estudiante pregunta por 'inmenso' y el AVI responde con la forma 'iiméj wala'.,di'logo de consulta el estudiante pregunta por 'inmenso' y el avi responde con la forma 'iim j wala',diccionario_general,diccionario_general_dialogo_pedagogico,frase,sintetico,local://corpus/dialogos_pedagogicos_v6,PedagogicalDialogueBuilderV6,revisado,media,ok,Uso academico derivado de fuentes trazables del corpus v5,2026-04-26,dialogo_consulta,train,Dialogo pedagogico derivado sin crear traduccion nueva desde LEXR-00414.
